name,name_of_building,Super_Area,Under_Construction,Transaction,Furnishing,Bathroom,price,builder
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"SUPER AREA
1700 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Unfurnished","FACING
West","₹
93.1 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,"CARPET AREA
1450 sqft","STATUS
Ready to Move","FLOOR
5 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.10 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"CARPET AREA
500 sqyrd","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Unfurnished","BATHROOM
3","₹
88.5 Lac",
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,,"SUPER AREA
2335 sqft","STATUS
Ready to Move","FLOOR
11 out of 39","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.74 Cr",
3 BHK Apartment for Sale in Gajularamaram Hyderabad,,"SUPER AREA
1550 sqft","STATUS
Ready to Move","FLOOR
4 out of 6","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.07 Cr",
2 BHK Apartment for Sale in Chanda Nagar Hyderabad,,"SUPER AREA
954 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
81.7 Lac",
3 BHK Apartment for Sale in Kowkoor Hyderabad,,"CARPET AREA
1602 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
99.6 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"CARPET AREA
850 sqft","STATUS
Ready to Move","FLOOR
3 out of 3","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.08 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,"SUPER AREA
1250 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.66 Cr",
3 BHK Apartment for Sale in Osman Nagar Hyderabad,,"SUPER AREA
1000 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.24 Cr",
"2 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"SUPER AREA
1505 sqft","STATUS
Ready to Move","FLOOR
4 out of 30","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
73.8 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"SUPER AREA
1362 sqft","UNDER CONSTRUCTION
Poss. by Jan '25","FLOOR
5 out of 15","TRANSACTION
Resale","FACING
West","₹
1.55 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"SUPER AREA
1120 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.53 Cr",
3 BHK Apartment for Sale in Nanakaramguda Hyderabad,,"CARPET AREA
1025 sqft","STATUS
Ready to Move","FLOOR
1 out of 4","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.32 Cr",
3 BHK Apartment for Sale in anadahomes legacy Hyderabad,,"CARPET AREA
2750 sqft","FLOOR
3 out of 5","TRANSACTION
New Property","FURNISHING
Unfurnished","FACING
East","₹
1.04 Cr",
3 BHK Apartment for Sale in Masjid Banda Hyderabad,,"SUPER AREA
150 sqyrd","STATUS
Ready to Move","FLOOR
1 out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.80 Cr",
3 BHK Apartment for Sale in Rajendranagar Mandal Hyderabad,,"CARPET AREA
1550 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
1.53 Cr",
3 BHK Apartment for Sale in Ameenpur Hyderabad,,"CARPET AREA
2040 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Semi-Furnished","OVERLOOKING
Garden/Park, Pool, Main Road","₹
1.06 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,"CARPET AREA
1200 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
2.10 Cr",
2 BHK Apartment for Sale in Kompally Hyderabad,,"CARPET AREA
1690 sqft","STATUS
Ready to Move","FLOOR
3 out of 6","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
78 Lac",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"CARPET AREA
1716 sqft","STATUS
Ready to Move","FLOOR
4 out of 9","TRANSACTION
Resale","FURNISHING
Furnished","₹
3.23 Cr",
2 BHK Apartment for Sale in Kompally Hyderabad,,"CARPET AREA
850 sqft","STATUS
Ready to Move","FLOOR
1 out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
48.2 Lac",
"3 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad",,"SUPER AREA
2176 sqft","UNDER CONSTRUCTION
Poss. by Sep '25","FLOOR
5 out of 14","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
3.20 Cr",
2 BHK Apartment for Sale in Serilingampalle M Hyderabad,,"SUPER AREA
1495 sqft","UNDER CONSTRUCTION
Poss. by Oct '24","FLOOR
2 out of 14","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
80.5 Lac",
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,,"SUPER AREA
3450 sqft","STATUS
Ready to Move","FLOOR
19 out of 35","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.31 Cr",
2 BHK Apartment for Sale in Satamrai Hyderabad,,"CARPET AREA
201 sqyrd","STATUS
Ready to Move","FLOOR
1 out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
61.1 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"SUPER AREA
1310 sqft","UNDER CONSTRUCTION
Poss. by Nov '24","FLOOR
7 out of 12","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.40 Cr",
2 BHK Apartment for Sale in Mokila Hyderabad,,"SUPER AREA
1860 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
72.6 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,"CARPET AREA
1664 sqft","UNDER CONSTRUCTION
Poss. by Mar '25","FLOOR
8 out of 17","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
74.8 Lac",
2 BHK Apartment for Sale in Suraram Hyderabad,,"CARPET AREA
1300 sqft","STATUS
Ready to Move","FLOOR
2 out of 10","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
46 Lac",
"3 BHK Villa for Sale in Indresham, Bachuguda Hyderabad",,"SUPER AREA
1178 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.48 Cr",
2 BHK Apartment for Sale in Puppalguda Hyderabad,,"CARPET AREA
1600 sqft","STATUS
Ready to Move","FLOOR
1 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.32 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"CARPET AREA
1200 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
2.10 Cr",
2 BHK Apartment for Sale in Bachupally Hyderabad,,"CARPET AREA
1000 sqft","STATUS
Ready to Move","FLOOR
Ground out of 1","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
88.7 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"SUPER AREA
1050 sqft","STATUS
Ready to Move","FLOOR
3 out of 4","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
2.64 Cr",
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,"CARPET AREA
1650 sqft","STATUS
Ready to Move","FLOOR
2 out of 4","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.20 Cr",
3 BHK Villa for Sale in Bachupally Hyderabad,,"CARPET AREA
1500 sqft","STATUS
Ready to Move","FLOOR
5 out of 6","TRANSACTION
Resale","FURNISHING
Furnished","₹
4.20 Cr",
2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"SUPER AREA
1555 sqft","STATUS
Ready to Move","FLOOR
2 out of 6","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
83.5 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"SUPER AREA
1100 sqft","STATUS
Ready to Move","FLOOR
5 out of 6","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.36 Cr",
"3 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,"SUPER AREA
1600 sqft","STATUS
Ready to Move","FLOOR
5 out of 6","TRANSACTION
Resale","FURNISHING
Furnished","₹
54 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"SUPER AREA
1235 sqft","UNDER CONSTRUCTION
Poss. by Oct '24","FLOOR
5 out of 9","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
3.20 Cr",
"3 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",,"CARPET AREA
1900 sqft","STATUS
Ready to Move","FLOOR
4 out of 6","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.86 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"CARPET AREA
1700 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.12 Cr",
2 BHK Apartment for Sale in Bn reddy Hyderabad,,"CARPET AREA
1335 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
59.8 Lac",
3 BHK Villa for Sale in Narepally Hyderabad,,"CARPET AREA
1500 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
2 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"SUPER AREA
2975 sqft","UNDER CONSTRUCTION
Poss. by Nov '24","FLOOR
8 out of 12","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
5.50 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"CARPET AREA
2000 sqft","STATUS
Ready to Move","FLOOR
8 out of 10","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.25 Cr",
3 BHK Apartment for Sale in Edulnagulapally Hyderabad,,"CARPET AREA
856 sqft","STATUS
Ready to Move","FLOOR
2 out of 4","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.13 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,"CARPET AREA
1600 sqft","STATUS
Ready to Move","FLOOR
2 out of 7","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.31 Cr",
2 BHK Apartment for Sale in Pragathinagar Hyderabad,,"CARPET AREA
1627 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Semi-Furnished","FACING
East","₹
78 Lac",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,"SUPER AREA
1110 sqft","UNDER CONSTRUCTION
Poss. by Mar '25","FLOOR
10 out of 33","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.33 Cr",
"2 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,"SUPER AREA
2500 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Unfurnished","FACING
East","₹
37.3 Lac",
3 BHK Apartment for Sale in Saidabad Hyderabad,,"CARPET AREA
1200 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.07 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"SUPER AREA
1150 sqft","FLOOR
Ground out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","BATHROOM
2","₹
2.50 Cr",
3 BHK Villa for Sale in Hakimpet Hyderabad,,"CARPET AREA
2000 sqft","STATUS
Ready to Move","FLOOR
17 out of 24","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
2.50 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,"CARPET AREA
1500 sqft","STATUS
Ready to Move","FLOOR
Lower Basement out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.40 Cr",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,"CARPET AREA
2030 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Unfurnished","FACING
West","₹
1.90 Cr",
3 BHK Apartment for Sale in Nanakaramguda Hyderabad,,"CARPET AREA
267 sqyrd","STATUS
Ready to Move","FLOOR
1 out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
3.30 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,"SUPER AREA
2259 sqft","STATUS
Ready to Move","FLOOR
6 out of 35","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.79 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"CARPET AREA
200 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Semi-Furnished","BATHROOM
2","₹
2.70 Cr",
3 BHK Apartment for Sale in Gopanpalle Hyderabad,,"CARPET AREA
1000 sqft","STATUS
Ready to Move","FLOOR
Ground out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.75 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"CARPET AREA
1000 sqft","STATUS
Ready to Move","FLOOR
4 out of 4","TRANSACTION
Resale","FURNISHING
Furnished","₹
2.50 Cr",
"2 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",,"CARPET AREA
850 sqft","STATUS
Ready to Move","FLOOR
1 out of 2","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
94.5 Lac",
3 BHK Apartment for Sale in Osman Nagar Hyderabad,,"CARPET AREA
1350 sqft","STATUS
Ready to Move","FLOOR
2 out of 7","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
1.05 Cr",
"3 BHK Apartment for Sale in Financial District, Nanakram Guda Hyderabad",,"CARPET AREA
1000 sqft","STATUS
Ready to Move","FLOOR
Ground out of 5","TRANSACTION
New Property","FURNISHING
Semi-Furnished","₹
2.18 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,"SUPER AREA
1405 sqft","STATUS
Ready to Move","FLOOR
1 out of 6","TRANSACTION
Resale","FURNISHING
Furnished","₹
95 Lac",
"3 BHK Apartment for Sale in Manchirevula, Outer Ring Road Hyderabad",,"SUPER AREA
136 sqyrd","STATUS
Ready to Move","FLOOR
1 out of 2","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.42 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"CARPET AREA
200 sqft","STATUS
Ready to Move","FLOOR
1 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.15 Cr",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,"SUPER AREA
1790 sqft","STATUS
Ready to Move","FLOOR
22 out of 24","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
95.7 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,"CARPET AREA
2450 sqft","STATUS
Ready to Move","FLOOR
9 out of 17","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.80 Cr",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,"SUPER AREA
3455 sqft","STATUS
Ready to Move","FLOOR
10 out of 25","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.88 Cr",
2 BHK Apartment for Sale in Chanda Nagar Hyderabad,,"SUPER AREA
2235 sqft","STATUS
Ready to Move","FLOOR
17 out of 32","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
65 Lac",
2 BHK Builder Floor for Sale in Nagaram Hyderabad,,"SUPER AREA
2370 sqft","STATUS
Ready to Move","FLOOR
19 out of 28","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
54 Lac",
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,"SUPER AREA
1742 sqft","STATUS
Ready to Move","FLOOR
15 out of 34","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.01 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,"SUPER AREA
1764 sqft","STATUS
Ready to Move","FLOOR
19 out of 34","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.75 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"CARPET AREA
930 sqft","STATUS
Ready to Move","FLOOR
1 out of 4","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.30 Cr",
3 BHK Apartment for Sale in Ameenpur Hyderabad,,"SUPER AREA
1250 sqft","UNDER CONSTRUCTION
Poss. by Jul '25","FLOOR
10 out of 27","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.07 Cr",
3 BHK Apartment for Sale in Izzathnagar Hyderabad,,"SUPER AREA
1750 sqft","STATUS
Ready to Move","FLOOR
8 out of 15","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
3.02 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"SUPER AREA
1830 sqft","STATUS
Ready to Move","FLOOR
9 out of 12","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.40 Cr",
3 BHK Apartment for Sale in Ameenpur Hyderabad,,"CARPET AREA
1000 sqft","STATUS
Ready to Move","FLOOR
5 out of 14","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
65 Lac",
3 BHK Apartment for Sale in Osman Nagar Hyderabad,,"CARPET AREA
1250 sqft","STATUS
Ready to Move","FLOOR
5 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.18 Cr",
3 BHK Apartment for Sale in Shamshiguda Hyderabad,,"CARPET AREA
1259 sqft","STATUS
Ready to Move","FLOOR
10 out of 14","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
55 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"CARPET AREA
1010 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.95 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"SUPER AREA
1960 sqft","STATUS
Ready to Move","FLOOR
2 out of 20","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
2.35 Cr",
3 BHK Apartment for Sale in Phase 1 KPHB Hyderabad,,"SUPER AREA
1364 sqft","STATUS
Ready to Move","FLOOR
11 out of 18","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.06 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,"CARPET AREA
2000 sqft","STATUS
Ready to Move","FLOOR
14 out of 18","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.85 Cr",
"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,"CARPET AREA
825 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
90.3 Lac",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"CARPET AREA
100 sqft","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Furnished","FACING
West","₹
1.27 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,"SUPER AREA
2160 sqft","STATUS
Ready to Move","FLOOR
5 out of 6","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.58 Cr",
3 BHK Apartment for Sale in Gopal Nagar Colony Hyderabad,,"CARPET AREA
1000 sqft","UNDER CONSTRUCTION
Poss. by Mar '25","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.40 Cr",
2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"CARPET AREA
2600 sqft","STATUS
Ready to Move","FLOOR
1 out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
81.2 Lac",
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,,"CARPET AREA
950 sqft","STATUS
Ready to Move","FLOOR
3 out of 4","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.10 Cr",
"3 BHK Villa for Sale in Hill County, Nizampet Hyderabad",,"CARPET AREA
1264 sqft","STATUS
Ready to Move","FLOOR
6 out of 15","TRANSACTION
New Property","FURNISHING
Furnished","₹
2.32 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,"CARPET AREA
174 sqyrd","STATUS
Ready to Move","TRANSACTION
Resale","FURNISHING
Furnished","FACING
West","₹
1.55 Cr",
3 BHK Apartment for Sale in Sainikpuri Hyderabad,,"CARPET AREA
1430 sqft","STATUS
Ready to Move","FLOOR
5 out of 7","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
65 Lac",
3 BHK Apartment for Sale in Lingampally Serilingampalle Hyderabad,,"SUPER AREA
1825 sqft","STATUS
Ready to Move","FLOOR
1 out of 9","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.25 Cr",
3 BHK Villa for Sale in Shamirpet Hyderabad,,"CARPET AREA
720 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.95 Cr",
3 BHK Apartment for Sale in Neknampur Hyderabad,,"CARPET AREA
1039 sqft","STATUS
Ready to Move","FLOOR
2 out of 6","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.50 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"SUPER AREA
1250 sqft","UNDER CONSTRUCTION
Poss. by Aug '25","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
5.60 Cr",
3 BHK Apartment for Sale in Madhava Nagar Saidabad Hyderabad,,"CARPET AREA
900 sqft","STATUS
Ready to Move","FLOOR
4 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.20 Cr",
2 BHK Apartment for Sale in Nalagandla Hyderabad,,"CARPET AREA
1000 sqft","STATUS
Ready to Move","FLOOR
1 out of 4","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
85 Lac",
3 BHK Villa for Sale in Beeramguda Ramachandrapuram Hyderabad,,"SUPER AREA
1764 sqft","STATUS
Ready to Move","FLOOR
7 out of 34","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
1.80 Cr",
3 BHK Apartment for Sale in Mithila Nagar Pragathi Nagar Hyderabad,,"CARPET AREA
1300 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
95 Lac",
2 BHK Apartment for Sale in Shakti Nagar Hyderabad,,"SUPER AREA
1993 sqft","STATUS
Ready to Move","FLOOR
31 out of 34","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
82 Lac",
"3 BHK Villa for Sale in Bowrampet, Outer Ring Road Hyderabad",,"SUPER AREA
1000 sqft","STATUS
Ready to Move","TRANSACTION
Resale","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.80 Cr",
2 BHK Apartment for Sale in Kushaiguda Hyderabad,,"CARPET AREA
1835 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
65 Lac",
2 BHK Apartment for Sale in Ameenpur Hyderabad,,"CARPET AREA
1901 sqft","STATUS
Ready to Move","FLOOR
1 out of 2","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
56.3 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,"SUPER AREA
1637 sqft","STATUS
Ready to Move","FLOOR
5 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.86 Cr",
2 BHK Apartment for Sale in Yapral Hyderabad,,"CARPET AREA
1380 sqft","STATUS
Ready to Move","FLOOR
12 out of 14","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
81.9 Lac",
"2 BHK Apartment for Sale in Mallampet, Outer Ring Road Hyderabad",,"SUPER AREA
1130 sqft","STATUS
Ready to Move","FLOOR
3 out of 5","TRANSACTION
Resale","FURNISHING
Furnished","₹
67 Lac",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,"CARPET AREA
1078 sqft","STATUS
Ready to Move","FLOOR
2 out of 4","FURNISHING
Unfurnished","FACING
East","₹
76 Lac",
2 BHK House for Sale in Chitkul Hyderabad,,"CARPET AREA
2000 sqft","UNDER CONSTRUCTION
Poss. by Oct '25","TRANSACTION
Resale","FURNISHING
Semi-Furnished","BATHROOM
5","₹
84 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,"SUPER AREA
200 sqyrd","STATUS
Ready to Move","TRANSACTION
Resale","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.20 Cr",
3 BHK Apartment for Sale in Adibatla Hyderabad,,"CARPET AREA
1465 sqft","STATUS
Ready to Move","FLOOR
9 out of 9","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
42 Lac",
3 BHK Apartment for Sale in Nagaram Hyderabad,,"SUPER AREA
1793 sqft","STATUS
Ready to Move","FLOOR
12 out of 15","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
85 Lac",
2 BHK Apartment for Sale in Jillelaguda Road Hyderabad,,"SUPER AREA
1275 sqft","STATUS
Ready to Move","FLOOR
5 out of 5","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
60 Lac",
2 BHK House for Sale in Beeramguda Ramachandrapuram Hyderabad,,"CARPET AREA
1895 sqft","UNDER CONSTRUCTION
Poss. by Dec '24","FLOOR
5 out of 10","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
1.45 Cr",
3 BHK Apartment for Sale in Moti Nagar Erragadda Hyderabad,,"SUPER AREA
962 sqft","STATUS
Ready to Move","FLOOR
3 out of 3","TRANSACTION
New Property","FURNISHING
Semi-Furnished","₹
1.93 Cr",
"3 BHK Apartment for Sale in Basheer Bagh, NH 7 Hyderabad",,"CARPET AREA
1250 sqft","STATUS
Ready to Move","FLOOR
Ground out of 1","TRANSACTION
Resale","FURNISHING
Unfurnished","₹
2.20 Cr",
3 BHK Apartment for Sale in Ameenpur Hyderabad,,"SUPER AREA
1700 sqft","STATUS
Ready to Move","FLOOR
11 out of 22","FURNISHING
Unfurnished","FACING
West","₹
95 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,"SUPER AREA
3250 sqft","STATUS
Ready to Move","TRANSACTION
Resale","TRANSACTION
New Property","FURNISHING
Unfurnished","₹
85.3 Lac",
"2 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,"CARPET AREA
1164 sqft","STATUS
Ready to Move","FLOOR
2 out of 5","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
60 Lac",
"3 BHK Apartment for Sale in Ghatkesar, NH 2 2 Hyderabad",,"CARPET AREA
1600 sqft","STATUS
Ready to Move","FLOOR
3 out of 6","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
50 Lac",
3 BHK Apartment for Sale in Hitech City Hyderabad,,"CARPET AREA
1680 sqft","STATUS
Ready to Move","FLOOR
6 out of 7","TRANSACTION
Resale","FURNISHING
Semi-Furnished","₹
7 Cr",
3 BHK Apartment for Sale in Alkapoor Hyderabad,,"CARPET AREA
1700 sqft","STATUS
Ready to Move","FLOOR
1 out of 4","TRANSACTION
Resale","FURNISHING
Furnished","₹
1.17 Cr",
