name,name_of_building,Super_Area,Under_Construction,Transaction,Furnishing,Bathroom,price,builder
3 BHK Apartment for Sale in Zahara Nagar Hyderabad,,,,,,,"₹
2 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
81 Lac",
2 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
45 Lac",
3 BHK Apartment for Sale in Khajaguda Hyderabad,,,,,,,"₹
2.20 Cr",
2 BHK Apartment for Sale in Chakripuram Road Hyderabad,,,,,,,"₹
53 Lac",
2 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
1.30 Cr",
"2 BHK House for Sale in Safilguda, Secunderabad Hyderabad",,,,,,,"₹
1.37 Cr",
"3 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",,,,,,,"₹
1.65 Cr",
2 BHK Apartment for Sale in Raghavendra Colony Kondapur Hyderabad,,,,,,,"₹
1.20 Cr",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1 Cr",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.65 Cr",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
3.10 Cr",
3 BHK House for Sale in Krishna Nagar Colony Hyderabad,,,,,,,"₹
1.36 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.20 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.55 Cr",
2 BHK Apartment for Sale in Domalguda Himayatnagar Hyderabad,,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Kakatiya Hills Kavuri Hills Hyderabad,,,,,,,"₹
3.60 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
2.10 Cr",
"2 BHK Apartment for Sale in Peerzadiguda, NH 2 2 Hyderabad",,,,,,,"₹
1.05 Cr",
3 BHK Apartment for Sale in Attapur Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Hitech City Hyderabad,,,,,,,"₹
1.72 Cr",
2 BHK Apartment for Sale in Kharmanghat Hyderabad,,,,,,,"₹
55 Lac",
3 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
1.10 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.20 Cr",
"3 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",,,,,,,"₹
1.80 Cr",
"3 BHK Apartment for Sale in Saroornagar, NH 9 Hyderabad",,,,,,,"₹
1.25 Cr",
3 BHK Apartment for Sale in Road Number 10 Hyderabad,,,,,,,"₹
1.90 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.29 Cr",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
97 Lac",
2 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.05 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
5.10 Cr",
3 BHK Apartment for Sale in my home Tridasa Hyderabad,,,,,,,"₹
1.48 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.97 Cr",
3 BHK Villa for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.71 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
3 Cr",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
92.5 Lac",
"2 BHK Apartment for Sale in Somajiguda, NH 9 Hyderabad",,,,,,,"₹
50 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
2.60 Cr",
"3 BHK Apartment for Sale in P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road Hyderabad",,,,,,,"₹
2.42 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.15 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.10 Cr",
2 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.65 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.90 Cr",
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
90 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
80 Lac",
3 BHK Builder Floor for Sale in Bhaskar Rao Nagar Colony Hyderabad,,,,,,,"₹
1.20 Cr",
"2 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
54 Lac",
2 BHK Apartment for Sale in Botanical Garden Road Hyderabad,,,,,,,"₹
1.58 Cr",
3 BHK Apartment for Sale in Tarnaka Hyderabad,,,,,,,"₹
1.66 Cr",
2 BHK Apartment for Sale in Baban Basthi Hyderabad,,,,,,,"₹
52 Lac",
3 BHK House for Sale in Moti Nagar Erragadda Hyderabad,,,,,,,"₹
3.85 Cr",
3 BHK Apartment for Sale in Moti Nagar Erragadda Hyderabad,,,,,,,"₹
1.80 Cr",
"3 BHK House for Sale in Muthangi, NH 9 Hyderabad",,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.95 Cr",
"2 BHK Apartment for Sale in Dews Ville, Manchirevula Hyderabad",,,,,,,"₹
1.05 Cr",
"2 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad",,,,,,,"₹
95 Lac",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.17 Cr",
"2 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",,,,,,,"₹
99.8 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.40 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.84 Cr",
"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
85.6 Lac",
"3 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
65 Lac",
2 BHK Apartment for Sale in Bowrampet Road Hyderabad,,,,,,,"₹
70 Lac",
3 BHK Apartment for Sale in Shilpa Hills Hyderabad,,,,,,,"₹
1.93 Cr",
3 BHK Villa for Sale in Mokila Hyderabad,,,,,,,"₹
4.25 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
1.73 Cr",
3 BHK Apartment for Sale in Maheshwaram Hyderabad,,,,,,,"₹
1.80 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.75 Cr",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
2.90 Cr",
"3 BHK Builder Floor for Sale in Hyder Nagar, NH 9 Hyderabad",,,,,,,"₹
1.60 Cr",
3 BHK Apartment for Sale in Film Nagar Hyderabad,,,,,,,"₹
2.30 Cr",
3 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
95 Lac",
"3 BHK Apartment for Sale in Hafeezpet, NH 9 Hyderabad",,,,,,,"₹
1.96 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
3.40 Cr",
"2 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad",,,,,,,"₹
65 Lac",
"2 BHK Apartment for Sale in Yousufguda, NH 9 Hyderabad",,,,,,,"₹
86 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.20 Cr",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
2.20 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
4.30 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
2.20 Cr",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.06 Cr",
2 BHK Apartment for Sale in Meerpet Hyderabad,,,,,,,"₹
52.5 Lac",
2 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.18 Cr",
2 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
93 Lac",
2 BHK Apartment for Sale in Kapra Hyderabad,,,,,,,"₹
58 Lac",
2 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.65 Cr",
"2 BHK Apartment for Sale in Kukatpally Housing Board Colony, NH 9 Hyderabad",,,,,,,"₹
70 Lac",
2 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.22 Cr",
"3 BHK Apartment for Sale in Rajeev Nagar Colony, Secunderabad Hyderabad",,,,,,,"₹
1.20 Cr",
3 BHK Villa for Sale in Bahadurpally Hyderabad,,,,,,,"₹
2.65 Cr",
3 BHK Villa for Sale in Gandipet Hyderabad,,,,,,,"₹
3.50 Cr",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
54 Lac",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
2 Cr",
"3 BHK Apartment for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
1.20 Cr",
2 BHK Apartment for Sale in Medipally Hyderabad,,,,,,,"₹
58 Lac",
3 BHK Apartment for Sale in Gopanpalle Hyderabad,,,,,,,"₹
1.70 Cr",
2 BHK Apartment for Sale in Kowkoor Hyderabad,,,,,,,"₹
40 Lac",
"2 BHK Apartment for Sale in Mallampet, Outer Ring Road Hyderabad",,,,,,,"₹
60 Lac",
3 BHK Villa for Sale in Kowkoor Hyderabad,,,,,,,"₹
1.40 Cr",
"2 BHK Apartment for Sale in Mallampet, Outer Ring Road Hyderabad",,,,,,,"₹
60 Lac",
3 BHK Apartment for Sale in Ameerpet Hyderabad,,,,,,,"₹
1.15 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.25 Cr",
2 BHK House for Sale in Bandlaguda Nagole Hyderabad,,,,,,,"₹
1.60 Cr",
"3 BHK Apartment for Sale in Sanath Nagar, NH 9 Hyderabad",,,,,,,"₹
2.50 Cr",
3 BHK Builder Floor for Sale in Gopanpalle Hyderabad,,,,,,,"₹
1.20 Cr",
3 BHK House for Sale in Adarsh Nagar Colony Nagole Hyderabad,,,,,,,"₹
3.61 Cr",
2 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
1.08 Cr",
2 BHK Apartment for Sale in ECIL Hyderabad,,,,,,,"₹
72.8 Lac",
3 BHK House for Sale in Bahadurpally Hyderabad,,,,,,,"₹
1.60 Cr",
3 BHK House for Sale in Nadergul near MVSR engineering college Hyderabad,,,,,,,"₹
1.55 Cr",
"3 BHK Apartment for Sale in Fatehdarwaza, Ramnas Pura Hyderabad",,,,,,,"₹
43 Lac",
3 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
68 Lac",
2 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
80 Lac",
2 BHK House for Sale in Badangpet Hyderabad,,,,,,,"₹
1.20 Cr",
2 BHK Apartment for Sale in Sri Venkateshwara Colony Saroornagar Hyderabad,,,,,,,"₹
52 Lac",
"3 BHK Apartment for Sale in Canara Nagar, Peerzadiguda Hyderabad",,,,,,,"₹
99 Lac",
3 BHK Apartment for Sale in Osman Nagar Hyderabad,,,,,,,"₹
1.40 Cr",
"3 BHK Villa for Sale in Dundigal, Outer Ring Road Hyderabad",,,,,,,"₹
2 Cr",
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,,,,,,,"₹
1.80 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.47 Cr",
3 BHK Apartment for Sale in OU Colony Shaikpet Hyderabad,,,,,,,"₹
1.63 Cr",
"3 BHK Apartment for Sale in Ameerpet, NH 9 Hyderabad",,,,,,,"₹
1.50 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
1.50 Cr",
3 BHK House for Sale in Chintalkunta Hyderabad,,,,,,,"₹
2.37 Cr",
"3 BHK Apartment for Sale in Sanjeeva Reddy Nagar, NH 9 Hyderabad",,,,,,,"₹
1.87 Cr",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.70 Cr",
3 BHK Apartment for Sale in Alwal Hyderabad,,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.25 Cr",
"2 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
95 Lac",
3 BHK Apartment for Sale in ECIL Hyderabad,,,,,,,"₹
1.50 Cr",
"2 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
55 Lac",
2 BHK Builder Floor for Sale in Jeedimetla Hyderabad,,,,,,,"₹
65 Lac",
2 BHK Apartment for Sale in Hyderabad,,,,,,,"₹
52 Lac",
2 BHK Apartment for Sale in Izzathnagar Hyderabad,,,,,,,"₹
1.92 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.25 Cr",
"2 BHK Apartment for Sale in Padmarao Nagar, Hyderabad-Karimnagar Highway Hyderabad",,,,,,,"₹
60 Lac",
"2 BHK Apartment for Sale in Pocharam, NH 2 2 Hyderabad",,,,,,,"₹
60.6 Lac",
"2 BHK Apartment for Sale in Bolarum Bazar, Secunderabad, Medchal Road Hyderabad",,,,,,,"₹
72 Lac",
2 BHK Apartment for Sale in Upperpally Hyderabad,,,,,,,"₹
58 Lac",
"2 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
90 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.88 Cr",
"2 BHK Apartment for Sale in Bolarum, Medchal Road Hyderabad",,,,,,,"₹
62 Lac",
3 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
96.5 Lac",
3 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
1.10 Cr",
3 BHK Apartment for Sale in Pati Hyderabad,,,,,,,"₹
94.3 Lac",
"2 BHK Apartment for Sale in Mallampet, Outer Ring Road Hyderabad",,,,,,,"₹
52 Lac",
"3 BHK Apartment for Sale in Gundlapochampally, Outer Ring Road Hyderabad",,,,,,,"₹
1.28 Cr",
3 BHK House for Sale in Gayatri Nagar Peerzadiguda Hyderabad,,,,,,,"₹
1.40 Cr",
2 BHK House for Sale in Hayathnagar Khalsa Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.59 Cr",
2 BHK House for Sale in Malkajgiri Hyderabad,,,,,,,"₹
1.20 Cr",
3 BHK Apartment for Sale in Grk harmony Hyderabad,,,,,,,"₹
1.80 Cr",
"2 BHK Apartment for Sale in Kakateeya Nagar, Secunderabad Hyderabad",,,,,,,"₹
27 Lac",
3 BHK Apartment for Sale in Tirumalagiri Hyderabad,,,,,,,"₹
1.10 Cr",
"2 BHK Apartment for Sale in Kurmaguda, Srisailam Highway Hyderabad",,,,,,,"₹
55 Lac",
2 BHK Apartment for Sale in Haripuri Colony Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in Hanuman nagar Hyderabad,,,,,,,"₹
92.8 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
2.35 Cr",
2 BHK Apartment for Sale in Bandlaguda Jagir Hyderabad,,,,,,,"₹
63 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
67 Lac",
3 BHK Villa for Sale in Kapra Saket Road Hyderabad,,,,,,,"₹
1.75 Cr",
"3 BHK Apartment for Sale in Moosapet, NH 9 Hyderabad",,,,,,,"₹
1.75 Cr",
3 BHK Apartment for Sale in Nagole Bandlaguda Road Hyderabad,,,,,,,"₹
1.18 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.70 Cr",
3 BHK House for Sale in Bandlaguda Chandrayangutta Hyderabad,,,,,,,"₹
2 Cr",
"2 BHK Apartment for Sale in Vengal Rao Nagar, NH 9 Hyderabad",,,,,,,"₹
67 Lac",
"3 BHK Apartment for Sale in Red Hills, Lakdikapul, NH 7 Hyderabad",,,,,,,"₹
90 Lac",
2 BHK House for Sale in Hyderabad,,,,,,,"₹
39.9 Lac",
3 BHK Apartment for Sale in Nallagandla Tellapur Road Hyderabad,,,,,,,"₹
1.80 Cr",
3 BHK House for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
2 Cr",
3 BHK Apartment for Sale in Tirumalagiri Hyderabad,,,,,,,"₹
58 Lac",
2 BHK Apartment for Sale in Abhyudaya Nagar Hyderabad,,,,,,,"₹
60.6 Lac",
2 BHK Apartment for Sale in Sainikpuri Hyderabad,,,,,,,"₹
40 Lac",
2 BHK Apartment for Sale in Gudimalkapur Hyderabad,,,,,,,"₹
63 Lac",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
90 Lac",
2 BHK Apartment for Sale in Osman Nagar Hyderabad,,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Sudhatri NILAYAM Hyderabad,,,,,,,"₹
48 Lac",
3 BHK Apartment for Sale in Gajularamaram Hyderabad,,,,,,,"₹
1 Cr",
3 BHK Apartment for Sale in Madhapur Hyderabad,,,,,,,"₹
1.50 Cr",
2 BHK House for Sale in Beeramguda Main Road Hyderabad,,,,,,,"₹
2.10 Cr",
3 BHK Apartment for Sale in Patancheruvu Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Villa for Sale in Velmala Hyderabad,,,,,,,"₹
2.45 Cr",
"3 BHK House for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
1.55 Cr",
3 BHK Apartment for Sale in East Marredpally Hyderabad,,,,,,,"₹
2 Cr",
3 BHK House for Sale in Santa Saket Colony Hyderabad,,,,,,,"₹
3.12 Cr",
"3 BHK Apartment for Sale in Mansoorabad, NH 9 Hyderabad",,,,,,,"₹
1.05 Cr",
2 BHK Apartment for Sale in Mamatha Nagar Colony Hyderabad,,,,,,,"₹
69 Lac",
"3 BHK Apartment for Sale in Pocharam, NH 2 2 Hyderabad",,,,,,,"₹
99 Lac",
3 BHK Apartment for Sale in Mokila Hyderabad,,,,,,,"₹
80 Lac",
3 BHK Apartment for Sale in Khajaguda Hyderabad,,,,,,,"₹
1.35 Cr",
2 BHK House for Sale in Keesara Hyderabad,,,,,,,"₹
68.5 Lac",
3 BHK Apartment for Sale in Amberpet Hyderabad,,,,,,,"₹
90 Lac",
"2 BHK Apartment for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
62 Lac",
2 BHK Apartment for Sale in Kapra Hyderabad,,,,,,,"₹
59 Lac",
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,,,,,,,"₹
1.30 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.32 Cr",
3 BHK Apartment for Sale in Jeedimetla Hyderabad,,,,,,,"₹
70 Lac",
2 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
90 Lac",
2 BHK Apartment for Sale in Srisailam Highway Hyderabad,,,,,,,"₹
72 Lac",
3 BHK Builder Floor for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
72 Lac",
"2 BHK Apartment for Sale in Vinay Nagar, Sayeedabad Hyderabad",,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
85 Lac",
"2 BHK Apartment for Sale in Ragannaguda, Outer Ring Road Hyderabad",,,,,,,"₹
60 Lac",
3 BHK Apartment for Sale in Domalguda Himayatnagar Hyderabad,,,,,,,"₹
4.65 Cr",
3 BHK Apartment for Sale in AS Rao Nagar Hyderabad,,,,,,,"₹
95 Lac",
2 BHK House for Sale in Gurram Guda Hyderabad,,,,,,,"₹
80 Lac",
2 BHK Apartment for Sale in Nacharam Hyderabad,,,,,,,"₹
38 Lac",
"3 BHK Builder Floor for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
65 Lac",
3 BHK House for Sale in NGO Colony Hyderabad,,,,,,,"₹
1.99 Cr",
2 BHK Apartment for Sale in Manikonda Jagir Hyderabad,,,,,,,"₹
80 Lac",
"2 BHK Apartment for Sale in Kailash Hills, Mahadevpur Colony Hyderabad",,,,,,,"₹
78 Lac",
2 BHK Apartment for Sale in Nizampet Hyderabad,,,,,,,"₹
55 Lac",
3 BHK Villa for Sale in PJR Layout Hyderabad,,,,,,,"₹
6 Cr",
2 BHK Apartment for Sale in Ameerpet Hyderabad,,,,,,,"₹
95 Lac",
"2 BHK Apartment for Sale in Quthbullapur, NH 7 Hyderabad",,,,,,,"₹
53 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.06 Cr",
"3 BHK Apartment for Sale in Hyder Nagar, NH 9 Hyderabad",,,,,,,"₹
1.70 Cr",
"3 BHK Villa for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.40 Cr",
"2 BHK Apartment for Sale in Boduppal, NH 2 2 Hyderabad",,,,,,,"₹
36 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
2.20 Cr",
2 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
64.5 Lac",
2 BHK Apartment for Sale in Adibatla Hyderabad,,,,,,,"₹
58 Lac",
"3 BHK Apartment for Sale in Bolarum, Medchal Road Hyderabad",,,,,,,"₹
70 Lac",
3 BHK Villa for Sale in Nagole Hyderabad,,,,,,,"₹
2.85 Cr",
"2 BHK Apartment for Sale in Canara Nagar, Peerzadiguda Hyderabad",,,,,,,"₹
50 Lac",
"2 BHK Apartment for Sale in Venkatraya Nagar, Nizampet Hyderabad",,,,,,,"₹
67.1 Lac",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
6.84 Cr",
2 BHK Apartment for Sale in CLASSIC CASTLE APARTMENT Hyderabad,,,,,,,"₹
70 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.35 Cr",
3 BHK Apartment for Sale in Prakash Nagar Begumpet Hyderabad,,,,,,,"₹
1.99 Cr",
2 BHK Apartment for Sale in Meerpet Hyderabad,,,,,,,"₹
45 Lac",
2 BHK Apartment for Sale in Gandhi Nagar Kapra Hyderabad,,,,,,,"₹
61 Lac",
3 BHK Apartment for Sale in Nacharam Hyderabad,,,,,,,"₹
1.30 Cr",
3 BHK Apartment for Sale in Alwal Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Apartment for Sale in MLA Colony Banjara Hills Hyderabad,,,,,,,"₹
3.50 Cr",
3 BHK Apartment for Sale in Kompally Hyderabad,,,,,,,"₹
69.5 Lac",
3 BHK Apartment for Sale in Kharmanghat Hyderabad,,,,,,,"₹
1.31 Cr",
2 BHK House for Sale in Rampally Hyderabad,,,,,,,"₹
90 Lac",
3 BHK Apartment for Sale in Satamrai Hyderabad,,,,,,,"₹
1.02 Cr",
"2 BHK Apartment for Sale in Isnapur, Outer Ring Road Hyderabad",,,,,,,"₹
40 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.03 Cr",
2 BHK House for Sale in ECIL Hyderabad,,,,,,,"₹
62 Lac",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
2.90 Cr",
3 BHK Builder Floor for Sale in Toli Chowki Hyderabad,,,,,,,"₹
65 Lac",
3 BHK Apartment for Sale in Hastinapuram Hyderabad,,,,,,,"₹
1.40 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.60 Cr",
3 BHK Apartment for Sale in Himayatnagar Hyderabad,,,,,,,"₹
1.75 Cr",
3 BHK Apartment for Sale in Moti Nagar Erragadda Hyderabad,,,,,,,"₹
1.83 Cr",
3 BHK Apartment for Sale in Puppalguda Hyderabad,,,,,,,"₹
3 Cr",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.75 Cr",
"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",,,,,,,"₹
1.42 Cr",
2 BHK Apartment for Sale in Kushaiguda Hyderabad,,,,,,,"₹
65 Lac",
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",,,,,,,"₹
1.15 Cr",
2 BHK House for Sale in Chanda Nagar Hyderabad,,,,,,,"₹
1.55 Cr",
2 BHK Apartment for Sale in Mehdipatnam Hyderabad,,,,,,,"₹
60 Lac",
"3 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
1.20 Cr",
"3 BHK Apartment for Sale in Kukatpally, NH 9 Hyderabad",,,,,,,"₹
2.30 Cr",
3 BHK Apartment for Sale in Osman Nagar Hyderabad,,,,,,,"₹
95.9 Lac",
3 BHK Apartment for Sale in Kondapur Hyderabad,,,,,,,"₹
1.44 Cr",
3 BHK Apartment for Sale in Gachibowli Hyderabad,,,,,,,"₹
2.22 Cr",
2 BHK Apartment for Sale in Bachupally Hyderabad,,,,,,,"₹
67.8 Lac",
2 BHK House for Sale in Badangpet Nadargul Main Road Hyderabad,,,,,,,"₹
85 Lac",
3 BHK Villa for Sale in Mokila Hyderabad,,,,,,,"₹
3.20 Cr",
3 BHK Apartment for Sale in Kapra Hyderabad,,,,,,,"₹
88.1 Lac",
"2 BHK Apartment for Sale in Mytri Nagar, Karmanghat Hyderabad",,,,,,,"₹
78 Lac",
3 BHK Apartment for Sale in Mallapur Hyderabad,,,,,,,"₹
66.8 Lac",
2 BHK Apartment for Sale in Nagaram Hyderabad,,,,,,,"₹
38 Lac",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.80 Cr",
2 BHK Apartment for Sale in Bongulur Hyderabad,,,,,,,"₹
49 Lac",
3 BHK Apartment for Sale in Nalagandla Hyderabad,,,,,,,"₹
1.91 Cr",
"3 BHK Apartment for Sale in Venkatraya Nagar, Nizampet Hyderabad",,,,,,,"₹
1.10 Cr",
"3 BHK Apartment for Sale in Chikoti Gardens, Begumpet Hyderabad",,,,,,,"₹
1.28 Cr",
3 BHK Apartment for Sale in Beeramguda Ramachandrapuram Hyderabad,,,,,,,"₹
58 Lac",
2 BHK Apartment for Sale in Nagole Hyderabad,,,,,,,"₹
69.3 Lac",
"3 BHK Apartment for Sale in Gagan Mahal, Himayath Nagar, NH 7 Hyderabad",,,,,,,"₹
95 Lac",
"3 BHK Apartment for Sale in Banjara Hills, NH 9 Hyderabad",,,,,,,"₹
1.50 Cr",
"2 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",,,,,,,"₹
97.5 Lac",
"3 BHK Apartment for Sale in Narsingi, Outer Ring Road Hyderabad",,,,,,,"₹
1.60 Cr",
"2 BHK House for Sale in Uppal, NH 2 2 Hyderabad",,,,,,,"₹
1.50 Cr",
"3 BHK Apartment for Sale in Shilpa Valley, Serilingampally Hyderabad",,,,,,,"₹
1.15 Cr",
"2 BHK House for Sale in NSL Colony, Ramachandra Puram Hyderabad",,,,,,,"₹
68 Lac",
3 BHK Apartment for Sale in Shaikpet Hyderabad,,,,,,,"₹
1.44 Cr",
